Dealer_Up,Drawn_Cards,Num_of_Hits,Did_YOU_Win
7 of Spades,"['7 of Spades', '9 of Hearts', '5 of Hearts', '3 of Clubs', '6 of Hearts', '10 of Spades', '3 of Diamonds', '4 of Hearts', '6 of Clubs', '6 of Spades', 'Queen of Diamonds', '10 of Hearts', '2 of Spades', 'Jack of Clubs']",0,False
7 of Spades,"['7 of Spades', '9 of Hearts', '5 of Hearts', '3 of Clubs', '6 of Hearts', '10 of Spades', '3 of Diamonds', '4 of Hearts', '6 of Clubs', '6 of Spades', 'Queen of Diamonds', '10 of Hearts', '2 of Spades', 'Jack of Clubs']",21,True
7 of Spades,"['7 of Spades', '9 of Hearts', '5 of Hearts', '3 of Clubs', '6 of Hearts', '10 of Spades', '3 of Diamonds', '4 of Hearts', '6 of Clubs', '6 of Spades', 'Queen of Diamonds', '10 of Hearts', '2 of Spades', 'Jack of Clubs', 'King of Diamonds']",0,False
Queen of Clubs,"['Queen of Clubs', '9 of Spades', '4 of Spades', 'Ace of Diamonds', '3 of Diamonds', 'King of Hearts', 'Jack of Clubs', '2 of Clubs', 'King of Spades', '6 of Clubs', '6 of Hearts']",60,True
Queen of Clubs,"['Queen of Clubs', '9 of Spades', '4 of Spades', 'Ace of Diamonds', '3 of Diamonds', 'King of Hearts', 'Jack of Clubs', '2 of Clubs', 'King of Spades', '6 of Clubs', '6 of Hearts', '7 of Spades']",36,False
Queen of Clubs,"['Queen of Clubs', '9 of Spades', '4 of Spades', 'Ace of Diamonds', '3 of Diamonds', 'King of Hearts', 'Jack of Clubs', '2 of Clubs', 'King of Spades', '6 of Clubs', '6 of Hearts', '7 of Spades', 'Queen of Diamonds', '9 of Diamonds']",0,True
Queen of Clubs,"['Queen of Clubs', '9 of Spades', '4 of Spades', 'Ace of Diamonds', '3 of Diamonds', 'King of Hearts', 'Jack of Clubs', '2 of Clubs', 'King of Spades', '6 of Clubs', '6 of Hearts', '7 of Spades', 'Queen of Diamonds', '9 of Diamonds']",22,False
Queen of Clubs,"['Queen of Clubs', '9 of Spades', '4 of Spades', 'Ace of Diamonds', '3 of Diamonds', 'King of Hearts', 'Jack of Clubs', '2 of Clubs', 'King of Spades', '6 of Clubs', '6 of Hearts', '7 of Spades', 'Queen of Diamonds', '9 of Diamonds', 'Ace of Spades']",0,False
King of Diamonds,"['King of Diamonds', 'Jack of Spades', '2 of Spades', 'Queen of Hearts', '6 of Diamonds', '3 of Hearts', 'Jack of Diamonds', '8 of Hearts', 'Ace of Spades', '7 of Spades', '4 of Hearts']",62,False
King of Diamonds,"['King of Diamonds', 'Jack of Spades', '2 of Spades', 'Queen of Hearts', '6 of Diamonds', '3 of Hearts', 'Jack of Diamonds', '8 of Hearts', 'Ace of Spades', '7 of Spades', '4 of Hearts', 'Ace of Hearts', '9 of Clubs']",37,False
King of Diamonds,"['King of Diamonds', 'Jack of Spades', '2 of Spades', 'Queen of Hearts', '6 of Diamonds', '3 of Hearts', 'Jack of Diamonds', '8 of Hearts', 'Ace of Spades', '7 of Spades', '4 of Hearts', 'Ace of Hearts', '9 of Clubs', '8 of Diamonds']",0,False
King of Diamonds,"['King of Diamonds', 'Jack of Spades', '2 of Spades', 'Queen of Hearts', '6 of Diamonds', '3 of Hearts', 'Jack of Diamonds', '8 of Hearts', 'Ace of Spades', '7 of Spades', '4 of Hearts', 'Ace of Hearts', '9 of Clubs', '8 of Diamonds']",24,False
King of Diamonds,"['King of Diamonds', 'Jack of Spades', '2 of Spades', 'Queen of Hearts', '6 of Diamonds', '3 of Hearts', 'Jack of Diamonds', '8 of Hearts', 'Ace of Spades', '7 of Spades', '4 of Hearts', 'Ace of Hearts', '9 of Clubs', '8 of Diamonds', '4 of Spades', 'Queen of Clubs']",0,False
7 of Clubs,"['7 of Clubs', 'Jack of Clubs', '7 of Spades', '2 of Clubs', '9 of Hearts', '5 of Hearts', 'Queen of Hearts', 'Ace of Hearts', '9 of Spades', 'Queen of Spades', '2 of Hearts']",62,False
7 of Clubs,"['7 of Clubs', 'Jack of Clubs', '7 of Spades', '2 of Clubs', '9 of Hearts', '5 of Hearts', 'Queen of Hearts', 'Ace of Hearts', '9 of Spades', 'Queen of Spades', '2 of Hearts']",40,False
7 of Clubs,"['7 of Clubs', 'Jack of Clubs', '7 of Spades', '2 of Clubs', '9 of Hearts', '5 of Hearts', 'Queen of Hearts', 'Ace of Hearts', '9 of Spades', 'Queen of Spades', '2 of Hearts', 'Ace of Spades', '4 of Spades', '10 of Diamonds']",0,False
7 of Clubs,"['7 of Clubs', 'Jack of Clubs', '7 of Spades', '2 of Clubs', '9 of Hearts', '5 of Hearts', 'Queen of Hearts', 'Ace of Hearts', '9 of Spades', 'Queen of Spades', '2 of Hearts', 'Ace of Spades', '4 of Spades', '10 of Diamonds']",24,False
7 of Clubs,"['7 of Clubs', 'Jack of Clubs', '7 of Spades', '2 of Clubs', '9 of Hearts', '5 of Hearts', 'Queen of Hearts', 'Ace of Hearts', '9 of Spades', 'Queen of Spades', '2 of Hearts', 'Ace of Spades', '4 of Spades', '10 of Diamonds']",0,False
5 of Hearts,"['5 of Hearts', '4 of Spades', 'Jack of Spades', '7 of Spades', 'Queen of Clubs', '10 of Spades', '8 of Spades', '6 of Spades', '7 of Clubs', '5 of Spades', '6 of Hearts']",64,True
5 of Hearts,"['5 of Hearts', '4 of Spades', 'Jack of Spades', '7 of Spades', 'Queen of Clubs', '10 of Spades', '8 of Spades', '6 of Spades', '7 of Clubs', '5 of Spades', '6 of Hearts', 'Ace of Diamonds', '4 of Clubs']",40,True
5 of Hearts,"['5 of Hearts', '4 of Spades', 'Jack of Spades', '7 of Spades', 'Queen of Clubs', '10 of Spades', '8 of Spades', '6 of Spades', '7 of Clubs', '5 of Spades', '6 of Hearts', 'Ace of Diamonds', '4 of Clubs']",0,True
5 of Hearts,"['5 of Hearts', '4 of Spades', 'Jack of Spades', '7 of Spades', 'Queen of Clubs', '10 of Spades', '8 of Spades', '6 of Spades', '7 of Clubs', '5 of Spades', '6 of Hearts', 'Ace of Diamonds', '4 of Clubs']",24,True
5 of Hearts,"['5 of Hearts', '4 of Spades', 'Jack of Spades', '7 of Spades', 'Queen of Clubs', '10 of Spades', '8 of Spades', '6 of Spades', '7 of Clubs', '5 of Spades', '6 of Hearts', 'Ace of Diamonds', '4 of Clubs']",0,True
Jack of Spades,"['Jack of Spades', 'Jack of Diamonds', '4 of Clubs', '3 of Clubs', '10 of Diamonds', '2 of Hearts', '5 of Hearts', '4 of Diamonds', 'Queen of Spades', 'King of Diamonds', '7 of Diamonds']",66,True
Jack of Spades,"['Jack of Spades', 'Jack of Diamonds', '4 of Clubs', '3 of Clubs', '10 of Diamonds', '2 of Hearts', '5 of Hearts', '4 of Diamonds', 'Queen of Spades', 'King of Diamonds', '7 of Diamonds', '2 of Diamonds', '5 of Clubs']",41,False
Jack of Spades,"['Jack of Spades', 'Jack of Diamonds', '4 of Clubs', '3 of Clubs', '10 of Diamonds', '2 of Hearts', '5 of Hearts', '4 of Diamonds', 'Queen of Spades', 'King of Diamonds', '7 of Diamonds', '2 of Diamonds', '5 of Clubs', 'Queen of Hearts']",0,True
Jack of Spades,"['Jack of Spades', 'Jack of Diamonds', '4 of Clubs', '3 of Clubs', '10 of Diamonds', '2 of Hearts', '5 of Hearts', '4 of Diamonds', 'Queen of Spades', 'King of Diamonds', '7 of Diamonds', '2 of Diamonds', '5 of Clubs', 'Queen of Hearts']",25,True
Jack of Spades,"['Jack of Spades', 'Jack of Diamonds', '4 of Clubs', '3 of Clubs', '10 of Diamonds', '2 of Hearts', '5 of Hearts', '4 of Diamonds', 'Queen of Spades', 'King of Diamonds', '7 of Diamonds', '2 of Diamonds', '5 of Clubs', 'Queen of Hearts', '5 of Spades']",0,True
3 of Clubs,"['3 of Clubs', '9 of Hearts', 'Jack of Spades', '7 of Spades', '5 of Diamonds', 'Jack of Clubs', '10 of Clubs', '8 of Clubs', '2 of Diamonds', 'King of Diamonds', '8 of Diamonds']",66,False
3 of Clubs,"['3 of Clubs', '9 of Hearts', 'Jack of Spades', '7 of Spades', '5 of Diamonds', 'Jack of Clubs', '10 of Clubs', '8 of Clubs', '2 of Diamonds', 'King of Diamonds', '8 of Diamonds']",42,False
3 of Clubs,"['3 of Clubs', '9 of Hearts', 'Jack of Spades', '7 of Spades', '5 of Diamonds', 'Jack of Clubs', '10 of Clubs', '8 of Clubs', '2 of Diamonds', 'King of Diamonds', '8 of Diamonds', '5 of Clubs']",0,False
3 of Clubs,"['3 of Clubs', '9 of Hearts', 'Jack of Spades', '7 of Spades', '5 of Diamonds', 'Jack of Clubs', '10 of Clubs', '8 of Clubs', '2 of Diamonds', 'King of Diamonds', '8 of Diamonds', '5 of Clubs']",25,False
3 of Clubs,"['3 of Clubs', '9 of Hearts', 'Jack of Spades', '7 of Spades', '5 of Diamonds', 'Jack of Clubs', '10 of Clubs', '8 of Clubs', '2 of Diamonds', 'King of Diamonds', '8 of Diamonds', '5 of Clubs']",0,False
Jack of Spades,"['Jack of Spades', '4 of Diamonds', '10 of Diamonds', '2 of Hearts', '10 of Hearts', '4 of Hearts', '6 of Diamonds', 'King of Clubs', 'Jack of Clubs', '2 of Diamonds', '6 of Hearts']",67,False
Jack of Spades,"['Jack of Spades', '4 of Diamonds', '10 of Diamonds', '2 of Hearts', '10 of Hearts', '4 of Hearts', '6 of Diamonds', 'King of Clubs', 'Jack of Clubs', '2 of Diamonds', '6 of Hearts', '3 of Spades']",43,False
Jack of Spades,"['Jack of Spades', '4 of Diamonds', '10 of Diamonds', '2 of Hearts', '10 of Hearts', '4 of Hearts', '6 of Diamonds', 'King of Clubs', 'Jack of Clubs', '2 of Diamonds', '6 of Hearts', '3 of Spades', 'Jack of Hearts']",0,False
Jack of Spades,"['Jack of Spades', '4 of Diamonds', '10 of Diamonds', '2 of Hearts', '10 of Hearts', '4 of Hearts', '6 of Diamonds', 'King of Clubs', 'Jack of Clubs', '2 of Diamonds', '6 of Hearts', '3 of Spades', 'Jack of Hearts']",25,False
Jack of Spades,"['Jack of Spades', '4 of Diamonds', '10 of Diamonds', '2 of Hearts', '10 of Hearts', '4 of Hearts', '6 of Diamonds', 'King of Clubs', 'Jack of Clubs', '2 of Diamonds', '6 of Hearts', '3 of Spades', 'Jack of Hearts']",0,False
8 of Diamonds,"['8 of Diamonds', 'Queen of Diamonds', 'Queen of Spades', '3 of Spades', '6 of Spades', 'Jack of Spades', '7 of Clubs', '10 of Spades', 'Ace of Spades', '5 of Hearts', '3 of Clubs']",69,True
8 of Diamonds,"['8 of Diamonds', 'Queen of Diamonds', 'Queen of Spades', '3 of Spades', '6 of Spades', 'Jack of Spades', '7 of Clubs', '10 of Spades', 'Ace of Spades', '5 of Hearts', '3 of Clubs', '7 of Hearts', 'King of Hearts']",44,True
8 of Diamonds,"['8 of Diamonds', 'Queen of Diamonds', 'Queen of Spades', '3 of Spades', '6 of Spades', 'Jack of Spades', '7 of Clubs', '10 of Spades', 'Ace of Spades', '5 of Hearts', '3 of Clubs', '7 of Hearts', 'King of Hearts', 'Jack of Clubs']",0,True
8 of Diamonds,"['8 of Diamonds', 'Queen of Diamonds', 'Queen of Spades', '3 of Spades', '6 of Spades', 'Jack of Spades', '7 of Clubs', '10 of Spades', 'Ace of Spades', '5 of Hearts', '3 of Clubs', '7 of Hearts', 'King of Hearts', 'Jack of Clubs']",25,True
8 of Diamonds,"['8 of Diamonds', 'Queen of Diamonds', 'Queen of Spades', '3 of Spades', '6 of Spades', 'Jack of Spades', '7 of Clubs', '10 of Spades', 'Ace of Spades', '5 of Hearts', '3 of Clubs', '7 of Hearts', 'King of Hearts', 'Jack of Clubs']",0,True
5 of Diamonds,"['5 of Diamonds', 'Jack of Clubs', 'King of Hearts', 'Ace of Hearts', '9 of Spades', '4 of Clubs', '5 of Spades', '10 of Hearts', '3 of Spades', '6 of Clubs', '5 of Clubs']",69,False
5 of Diamonds,"['5 of Diamonds', 'Jack of Clubs', 'King of Hearts', 'Ace of Hearts', '9 of Spades', '4 of Clubs', '5 of Spades', '10 of Hearts', '3 of Spades', '6 of Clubs', '5 of Clubs']",45,False
5 of Diamonds,"['5 of Diamonds', 'Jack of Clubs', 'King of Hearts', 'Ace of Hearts', '9 of Spades', '4 of Clubs', '5 of Spades', '10 of Hearts', '3 of Spades', '6 of Clubs', '5 of Clubs', '2 of Spades']",0,False
5 of Diamonds,"['5 of Diamonds', 'Jack of Clubs', 'King of Hearts', 'Ace of Hearts', '9 of Spades', '4 of Clubs', '5 of Spades', '10 of Hearts', '3 of Spades', '6 of Clubs', '5 of Clubs', '2 of Spades']",26,False
5 of Diamonds,"['5 of Diamonds', 'Jack of Clubs', 'King of Hearts', 'Ace of Hearts', '9 of Spades', '4 of Clubs', '5 of Spades', '10 of Hearts', '3 of Spades', '6 of Clubs', '5 of Clubs', '2 of Spades', '9 of Diamonds']",0,False
4 of Spades,"['4 of Spades', 'Queen of Clubs', '7 of Hearts', 'Jack of Diamonds', '5 of Spades', '8 of Spades', '3 of Hearts', 'King of Hearts', '5 of Clubs', 'King of Diamonds', '10 of Hearts']",69,True
4 of Spades,"['4 of Spades', 'Queen of Clubs', '7 of Hearts', 'Jack of Diamonds', '5 of Spades', '8 of Spades', '3 of Hearts', 'King of Hearts', '5 of Clubs', 'King of Diamonds', '10 of Hearts']",45,True
4 of Spades,"['4 of Spades', 'Queen of Clubs', '7 of Hearts', 'Jack of Diamonds', '5 of Spades', '8 of Spades', '3 of Hearts', 'King of Hearts', '5 of Clubs', 'King of Diamonds', '10 of Hearts']",0,True
4 of Spades,"['4 of Spades', 'Queen of Clubs', '7 of Hearts', 'Jack of Diamonds', '5 of Spades', '8 of Spades', '3 of Hearts', 'King of Hearts', '5 of Clubs', 'King of Diamonds', '10 of Hearts']",26,True
4 of Spades,"['4 of Spades', 'Queen of Clubs', '7 of Hearts', 'Jack of Diamonds', '5 of Spades', '8 of Spades', '3 of Hearts', 'King of Hearts', '5 of Clubs', 'King of Diamonds', '10 of Hearts']",0,True
King of Clubs,"['King of Clubs', '4 of Spades', 'Queen of Hearts', '6 of Diamonds', '6 of Hearts', '7 of Diamonds', '5 of Clubs', 'Queen of Clubs', '10 of Clubs', '4 of Clubs', '10 of Spades']",70,False
King of Clubs,"['King of Clubs', '4 of Spades', 'Queen of Hearts', '6 of Diamonds', '6 of Hearts', '7 of Diamonds', '5 of Clubs', 'Queen of Clubs', '10 of Clubs', '4 of Clubs', '10 of Spades', '9 of Spades']",50,True
King of Clubs,"['King of Clubs', '4 of Spades', 'Queen of Hearts', '6 of Diamonds', '6 of Hearts', '7 of Diamonds', '5 of Clubs', 'Queen of Clubs', '10 of Clubs', '4 of Clubs', '10 of Spades', '9 of Spades', '2 of Clubs', '5 of Diamonds', '8 of Diamonds', '10 of Hearts', '4 of Hearts']",0,False
King of Clubs,"['King of Clubs', '4 of Spades', 'Queen of Hearts', '6 of Diamonds', '6 of Hearts', '7 of Diamonds', '5 of Clubs', 'Queen of Clubs', '10 of Clubs', '4 of Clubs', '10 of Spades', '9 of Spades', '2 of Clubs', '5 of Diamonds', '8 of Diamonds', '10 of Hearts', '4 of Hearts']",26,True
King of Clubs,"['King of Clubs', '4 of Spades', 'Queen of Hearts', '6 of Diamonds', '6 of Hearts', '7 of Diamonds', '5 of Clubs', 'Queen of Clubs', '10 of Clubs', '4 of Clubs', '10 of Spades', '9 of Spades', '2 of Clubs', '5 of Diamonds', '8 of Diamonds', '10 of Hearts', '4 of Hearts']",0,False
10 of Clubs,"['10 of Clubs', '9 of Hearts', '4 of Spades', '8 of Clubs', '7 of Hearts', '9 of Spades', '4 of Diamonds', '2 of Clubs', 'Ace of Diamonds', 'King of Hearts', 'Jack of Spades']",72,False
10 of Clubs,"['10 of Clubs', '9 of Hearts', '4 of Spades', '8 of Clubs', '7 of Hearts', '9 of Spades', '4 of Diamonds', '2 of Clubs', 'Ace of Diamonds', 'King of Hearts', 'Jack of Spades', '3 of Diamonds', 'Ace of Clubs']",51,False
10 of Clubs,"['10 of Clubs', '9 of Hearts', '4 of Spades', '8 of Clubs', '7 of Hearts', '9 of Spades', '4 of Diamonds', '2 of Clubs', 'Ace of Diamonds', 'King of Hearts', 'Jack of Spades', '3 of Diamonds', 'Ace of Clubs', 'Queen of Diamonds']",0,False
10 of Clubs,"['10 of Clubs', '9 of Hearts', '4 of Spades', '8 of Clubs', '7 of Hearts', '9 of Spades', '4 of Diamonds', '2 of Clubs', 'Ace of Diamonds', 'King of Hearts', 'Jack of Spades', '3 of Diamonds', 'Ace of Clubs', 'Queen of Diamonds']",26,False
10 of Clubs,"['10 of Clubs', '9 of Hearts', '4 of Spades', '8 of Clubs', '7 of Hearts', '9 of Spades', '4 of Diamonds', '2 of Clubs', 'Ace of Diamonds', 'King of Hearts', 'Jack of Spades', '3 of Diamonds', 'Ace of Clubs', 'Queen of Diamonds']",0,False
Ace of Diamonds,"['Ace of Diamonds', 'Ace of Spades', '3 of Clubs', '2 of Diamonds', '10 of Diamonds', '4 of Spades', 'Ace of Hearts', 'Queen of Clubs', '9 of Spades', 'King of Clubs', '10 of Clubs']",75,False
Ace of Diamonds,"['Ace of Diamonds', 'Ace of Spades', '3 of Clubs', '2 of Diamonds', '10 of Diamonds', '4 of Spades', 'Ace of Hearts', 'Queen of Clubs', '9 of Spades', 'King of Clubs', '10 of Clubs', '6 of Clubs', '3 of Hearts', '5 of Spades']",53,False
Ace of Diamonds,"['Ace of Diamonds', 'Ace of Spades', '3 of Clubs', '2 of Diamonds', '10 of Diamonds', '4 of Spades', 'Ace of Hearts', 'Queen of Clubs', '9 of Spades', 'King of Clubs', '10 of Clubs', '6 of Clubs', '3 of Hearts', '5 of Spades', 'Ace of Clubs', '7 of Clubs']",0,False
Ace of Diamonds,"['Ace of Diamonds', 'Ace of Spades', '3 of Clubs', '2 of Diamonds', '10 of Diamonds', '4 of Spades', 'Ace of Hearts', 'Queen of Clubs', '9 of Spades', 'King of Clubs', '10 of Clubs', '6 of Clubs', '3 of Hearts', '5 of Spades', 'Ace of Clubs', '7 of Clubs']",26,False
Ace of Diamonds,"['Ace of Diamonds', 'Ace of Spades', '3 of Clubs', '2 of Diamonds', '10 of Diamonds', '4 of Spades', 'Ace of Hearts', 'Queen of Clubs', '9 of Spades', 'King of Clubs', '10 of Clubs', '6 of Clubs', '3 of Hearts', '5 of Spades', 'Ace of Clubs', '7 of Clubs']",0,False
3 of Hearts,"['3 of Hearts', '2 of Hearts', '5 of Hearts', '7 of Clubs', '8 of Diamonds', '4 of Hearts', '10 of Hearts', '3 of Spades', 'Queen of Clubs', 'Ace of Clubs', '5 of Spades']",76,False
3 of Hearts,"['3 of Hearts', '2 of Hearts', '5 of Hearts', '7 of Clubs', '8 of Diamonds', '4 of Hearts', '10 of Hearts', '3 of Spades', 'Queen of Clubs', 'Ace of Clubs', '5 of Spades', 'Jack of Hearts']",53,False
3 of Hearts,"['3 of Hearts', '2 of Hearts', '5 of Hearts', '7 of Clubs', '8 of Diamonds', '4 of Hearts', '10 of Hearts', '3 of Spades', 'Queen of Clubs', 'Ace of Clubs', '5 of Spades', 'Jack of Hearts']",0,False
3 of Hearts,"['3 of Hearts', '2 of Hearts', '5 of Hearts', '7 of Clubs', '8 of Diamonds', '4 of Hearts', '10 of Hearts', '3 of Spades', 'Queen of Clubs', 'Ace of Clubs', '5 of Spades', 'Jack of Hearts']",27,False
3 of Hearts,"['3 of Hearts', '2 of Hearts', '5 of Hearts', '7 of Clubs', '8 of Diamonds', '4 of Hearts', '10 of Hearts', '3 of Spades', 'Queen of Clubs', 'Ace of Clubs', '5 of Spades', 'Jack of Hearts', 'King of Spades']",0,False
King of Clubs,"['King of Clubs', 'Ace of Clubs', 'Queen of Hearts', '3 of Hearts', 'King of Diamonds', '3 of Diamonds', '4 of Clubs', '4 of Diamonds', '7 of Spades', '10 of Hearts', '5 of Hearts']",77,False
King of Clubs,"['King of Clubs', 'Ace of Clubs', 'Queen of Hearts', '3 of Hearts', 'King of Diamonds', '3 of Diamonds', '4 of Clubs', '4 of Diamonds', '7 of Spades', '10 of Hearts', '5 of Hearts', '9 of Diamonds']",54,False
King of Clubs,"['King of Clubs', 'Ace of Clubs', 'Queen of Hearts', '3 of Hearts', 'King of Diamonds', '3 of Diamonds', '4 of Clubs', '4 of Diamonds', '7 of Spades', '10 of Hearts', '5 of Hearts', '9 of Diamonds', '7 of Hearts']",0,False
King of Clubs,"['King of Clubs', 'Ace of Clubs', 'Queen of Hearts', '3 of Hearts', 'King of Diamonds', '3 of Diamonds', '4 of Clubs', '4 of Diamonds', '7 of Spades', '10 of Hearts', '5 of Hearts', '9 of Diamonds', '7 of Hearts']",28,False
King of Clubs,"['King of Clubs', 'Ace of Clubs', 'Queen of Hearts', '3 of Hearts', 'King of Diamonds', '3 of Diamonds', '4 of Clubs', '4 of Diamonds', '7 of Spades', '10 of Hearts', '5 of Hearts', '9 of Diamonds', '7 of Hearts', '8 of Hearts']",0,False
5 of Hearts,"['5 of Hearts', '9 of Hearts', 'King of Hearts', '6 of Spades', '7 of Clubs', '10 of Diamonds', '2 of Hearts', 'King of Spades', 'Queen of Hearts', 'Queen of Diamonds', '5 of Diamonds']",77,True
5 of Hearts,"['5 of Hearts', '9 of Hearts', 'King of Hearts', '6 of Spades', '7 of Clubs', '10 of Diamonds', '2 of Hearts', 'King of Spades', 'Queen of Hearts', 'Queen of Diamonds', '5 of Diamonds']",54,True
5 of Hearts,"['5 of Hearts', '9 of Hearts', 'King of Hearts', '6 of Spades', '7 of Clubs', '10 of Diamonds', '2 of Hearts', 'King of Spades', 'Queen of Hearts', 'Queen of Diamonds', '5 of Diamonds']",0,True
5 of Hearts,"['5 of Hearts', '9 of Hearts', 'King of Hearts', '6 of Spades', '7 of Clubs', '10 of Diamonds', '2 of Hearts', 'King of Spades', 'Queen of Hearts', 'Queen of Diamonds', '5 of Diamonds']",28,True
5 of Hearts,"['5 of Hearts', '9 of Hearts', 'King of Hearts', '6 of Spades', '7 of Clubs', '10 of Diamonds', '2 of Hearts', 'King of Spades', 'Queen of Hearts', 'Queen of Diamonds', '5 of Diamonds']",0,True
Queen of Diamonds,"['Queen of Diamonds', '3 of Diamonds', '10 of Hearts', 'Jack of Hearts', '9 of Clubs', '8 of Diamonds', 'Ace of Spades', '6 of Hearts', '7 of Spades', '8 of Spades', '7 of Diamonds']",78,False
Queen of Diamonds,"['Queen of Diamonds', '3 of Diamonds', '10 of Hearts', 'Jack of Hearts', '9 of Clubs', '8 of Diamonds', 'Ace of Spades', '6 of Hearts', '7 of Spades', '8 of Spades', '7 of Diamonds', 'Queen of Clubs']",54,True
Queen of Diamonds,"['Queen of Diamonds', '3 of Diamonds', '10 of Hearts', 'Jack of Hearts', '9 of Clubs', '8 of Diamonds', 'Ace of Spades', '6 of Hearts', '7 of Spades', '8 of Spades', '7 of Diamonds', 'Queen of Clubs']",0,False
Queen of Diamonds,"['Queen of Diamonds', '3 of Diamonds', '10 of Hearts', 'Jack of Hearts', '9 of Clubs', '8 of Diamonds', 'Ace of Spades', '6 of Hearts', '7 of Spades', '8 of Spades', '7 of Diamonds', 'Queen of Clubs']",28,False
Queen of Diamonds,"['Queen of Diamonds', '3 of Diamonds', '10 of Hearts', 'Jack of Hearts', '9 of Clubs', '8 of Diamonds', 'Ace of Spades', '6 of Hearts', '7 of Spades', '8 of Spades', '7 of Diamonds', 'Queen of Clubs']",0,False
6 of Clubs,"['6 of Clubs', '5 of Diamonds', 'Ace of Clubs', '9 of Diamonds', 'Ace of Hearts', '8 of Hearts', '2 of Hearts', 'King of Hearts', '6 of Diamonds', 'King of Clubs', 'Queen of Hearts']",80,False
6 of Clubs,"['6 of Clubs', '5 of Diamonds', 'Ace of Clubs', '9 of Diamonds', 'Ace of Hearts', '8 of Hearts', '2 of Hearts', 'King of Hearts', '6 of Diamonds', 'King of Clubs', 'Queen of Hearts', 'Jack of Clubs', 'Queen of Spades']",55,True
6 of Clubs,"['6 of Clubs', '5 of Diamonds', 'Ace of Clubs', '9 of Diamonds', 'Ace of Hearts', '8 of Hearts', '2 of Hearts', 'King of Hearts', '6 of Diamonds', 'King of Clubs', 'Queen of Hearts', 'Jack of Clubs', 'Queen of Spades', '9 of Hearts']",0,True
6 of Clubs,"['6 of Clubs', '5 of Diamonds', 'Ace of Clubs', '9 of Diamonds', 'Ace of Hearts', '8 of Hearts', '2 of Hearts', 'King of Hearts', '6 of Diamonds', 'King of Clubs', 'Queen of Hearts', 'Jack of Clubs', 'Queen of Spades', '9 of Hearts']",28,True
6 of Clubs,"['6 of Clubs', '5 of Diamonds', 'Ace of Clubs', '9 of Diamonds', 'Ace of Hearts', '8 of Hearts', '2 of Hearts', 'King of Hearts', '6 of Diamonds', 'King of Clubs', 'Queen of Hearts', 'Jack of Clubs', 'Queen of Spades', '9 of Hearts']",0,True
4 of Hearts,"['4 of Hearts', 'Ace of Spades', 'King of Clubs', '7 of Hearts', '3 of Hearts', '10 of Clubs', 'Queen of Hearts', '7 of Spades', '10 of Hearts', '9 of Clubs', 'Ace of Diamonds']",81,True
4 of Hearts,"['4 of Hearts', 'Ace of Spades', 'King of Clubs', '7 of Hearts', '3 of Hearts', '10 of Clubs', 'Queen of Hearts', '7 of Spades', '10 of Hearts', '9 of Clubs', 'Ace of Diamonds', 'Jack of Spades']",56,True
4 of Hearts,"['4 of Hearts', 'Ace of Spades', 'King of Clubs', '7 of Hearts', '3 of Hearts', '10 of Clubs', 'Queen of Hearts', '7 of Spades', '10 of Hearts', '9 of Clubs', 'Ace of Diamonds', 'Jack of Spades', 'Queen of Diamonds']",0,True
4 of Hearts,"['4 of Hearts', 'Ace of Spades', 'King of Clubs', '7 of Hearts', '3 of Hearts', '10 of Clubs', 'Queen of Hearts', '7 of Spades', '10 of Hearts', '9 of Clubs', 'Ace of Diamonds', 'Jack of Spades', 'Queen of Diamonds']",28,False
4 of Hearts,"['4 of Hearts', 'Ace of Spades', 'King of Clubs', '7 of Hearts', '3 of Hearts', '10 of Clubs', 'Queen of Hearts', '7 of Spades', '10 of Hearts', '9 of Clubs', 'Ace of Diamonds', 'Jack of Spades', 'Queen of Diamonds']",0,False
8 of Clubs,"['8 of Clubs', '10 of Clubs', '8 of Diamonds', '3 of Clubs', 'Jack of Clubs', 'Ace of Diamonds', 'Ace of Spades', 'Queen of Clubs', '2 of Clubs', '7 of Hearts', '9 of Clubs']",81,False
8 of Clubs,"['8 of Clubs', '10 of Clubs', '8 of Diamonds', '3 of Clubs', 'Jack of Clubs', 'Ace of Diamonds', 'Ace of Spades', 'Queen of Clubs', '2 of Clubs', '7 of Hearts', '9 of Clubs']",57,False
8 of Clubs,"['8 of Clubs', '10 of Clubs', '8 of Diamonds', '3 of Clubs', 'Jack of Clubs', 'Ace of Diamonds', 'Ace of Spades', 'Queen of Clubs', '2 of Clubs', '7 of Hearts', '9 of Clubs', '4 of Hearts']",0,False
8 of Clubs,"['8 of Clubs', '10 of Clubs', '8 of Diamonds', '3 of Clubs', 'Jack of Clubs', 'Ace of Diamonds', 'Ace of Spades', 'Queen of Clubs', '2 of Clubs', '7 of Hearts', '9 of Clubs', '4 of Hearts']",28,False
8 of Clubs,"['8 of Clubs', '10 of Clubs', '8 of Diamonds', '3 of Clubs', 'Jack of Clubs', 'Ace of Diamonds', 'Ace of Spades', 'Queen of Clubs', '2 of Clubs', '7 of Hearts', '9 of Clubs', '4 of Hearts']",0,False
6 of Spades,"['6 of Spades', '4 of Spades', 'Ace of Diamonds', '7 of Diamonds', '10 of Clubs', '2 of Diamonds', '8 of Diamonds', 'King of Clubs', 'Ace of Hearts', '5 of Diamonds', '2 of Spades']",83,False
